holeid,x,y,z,maxdepth,Campana,ENDDATE
SPRC1374,475225.121,7482024.916,1763.5,236.0,Programa_Operac_F13,09-Jul-2010
SPRC1375,475324.363,7482024.565,1766.83,222.0,Programa_Operac_F14,09-Jul-2010
SPRC1376,475374.7,7482024.48,1768.53,204.0,Programa_Operac_F14,13-Jul-2010
SPRC1377,475424.72,7482024.27,1770.07,188.0,Programa_Operac_F14,13-Jul-2010
SPRC1380,475474.24,7481975.26,1771.26,190.0,Programa_Operac_F14,17-Jul-2010
SPRC1381,475427.8,7481975.19,1769.71,206.0,Programa_Operac_F14,16-Jul-2010
SPRC1382,475375.372,7481975.011,1768.07,210.0,Programa_Operac_F14,18-Jul-2010
SPRC1383,475175.211,7481974.854,1761.28,230.0,Programa_Operac_F13,22-Jul-2010
SPRC1390,475125.189,7481975.029,1759.46,234.0,Programa_Operac_F13,21-Jul-2010
SPRC1391,475074.944,7481975.004,1757.84,250.0,Programa_Operac_F13,23-Jul-2010
SPRC1392,475024.898,7481974.909,1756.18,260.0,Programa_Operac_F13,24-Jul-2010
SPRC1393,474975.56,7481974.97,1754.38,242.0,Programa_Operac_F13,25-Jul-2010
SPRC1394,474925.8,7481974.73,1752.74,242.0,Programa_Operac_F13,27-Jul-2010
SPRC1395,474875.13,7481974.56,1751.2,244.0,Programa_Operac_F13,27-Jul-2010
SPRC1396,474824.8,7481974.47,1749.45,190.0,Programa_Operac_F13,31-Jul-2010
SPRC1406,474820.6,7481925.2,1749.25,238.0,Programa_Operac_F13,29-Jul-2010
SPRC1407,474874.61,7481925.18,1751.0,306.0,Programa_Operac_F13,30-Jul-2010
SPRC1408,474924.55,7481924.69,1752.52,302.0,Programa_Operac_F13,31-Jul-2010
SPRC1409,474974.21,7481925.05,1754.3,242.0,Programa_Operac_F13,02-Aug-2010
SPRC1410,475024.38,7481925.3,1756.19,258.0,Programa_Operac_F13,04-Aug-2010
SPRC1411,475075.24,7481925.36,1757.86,230.0,Programa_Operac_F13,04-Aug-2010
SPRC1421,474825.62,7481875.01,1749.07,234.0,Programa_Operac_F13,06-Aug-2010
SPRC1422,474875.41,7481875.02,1750.85,286.0,Programa_Operac_F13,07-Aug-2010
SPRC1423,474924.87,7481875.6,1752.33,288.0,Programa_Operac_F13,10-Aug-2010
SPRC1424,474974.77,7481875.73,1753.95,256.0,Programa_Operac_F13,08-Aug-2010
SPRC1425,475025.61,7481875.32,1755.62,236.0,Programa_Operac_F13,10-Aug-2010
SPRC1426,474874.62,7481825.06,1750.24,206.0,Programa_Operac_F13,11-Aug-2010
SPRC1437,474924.93,7481825.34,1751.72,232.0,Programa_Operac_F13,12-Aug-2010
SPRC1438,474974.27,7481824.54,1753.22,216.0,Programa_Operac_F13,13-Aug-2010
SPRC1439,474825.786,7481775.138,1748.24,200.0,Programa_Operac_F13,13-Aug-2010
SPRC1440,474875.298,7481774.558,1749.58,204.0,Programa_Operac_F13,15-Aug-2010
SPRC1441,474925.581,7481773.46,1751.26,226.0,Programa_Operac_F13,15-Aug-2010
SPRC1442,474975.529,7481774.991,1753.13,228.0,Programa_Operac_F13,16-Aug-2010
SPRC1450,474973.76,7481725.086,1752.33,262.0,Programa_Operac_F13,16-Aug-2010
SPRC1451,474874.909,7482124.674,1751.84,186.0,Programa_Operac_F14,18-Aug-2010
SPRC1452,474923.632,7482125.061,1753.59,186.0,Programa_Operac_F14,17-Aug-2010
SPRC1453,474974.8,7482124.725,1755.36,188.0,Programa_Operac_F14,18-Aug-2010
SPRC1454,475024.597,7482124.843,1756.93,192.0,Programa_Operac_F14,19-Aug-2010
SPRC1455,474875.549,7482075.091,1751.84,196.0,Programa_Operac_F14,19-Aug-2010
SPRC1456,474924.54,7482075.07,1753.35,194.0,Programa_Operac_F14,21-Aug-2010
SPRC1457,475024.93,7482074.32,1756.57,204.0,Programa_Operac_F14,27-Aug-2010
SPRC1458,475074.997,7482074.974,1758.34,212.0,Programa_Operac_F14,29-Aug-2010
SPRC1459,475125.031,7482075.038,1759.94,214.0,Programa_Operac_F14,31-Aug-2010
SPRC1460,474975.63,7481674.48,1751.57,260.0,Programa_Operac_F13,21-Aug-2010
SPRC1461,475025.686,7481675.112,1753.4,236.0,Programa_Operac_F13,03-Sep-2010
SPRC1462,475075.41,7481675.21,1755.06,258.0,Programa_Operac_F13,05-Sep-2010
SPRC1463,474975.47,7481626.25,1751.23,240.0,Programa_Operac_F15,08-Sep-2010
SPRC1464,475024.59,7481624.9,1752.85,238.0,Programa_Operac_F15,10-Sep-2010
SPRC1465,475075.079,7481624.844,1754.87,252.0,Programa_Operac_F15,12-Sep-2010
SPRC1466,475124.059,7481624.585,1756.38,256.0,Programa_Operac_F15,14-Sep-2010
SPRC1467,475174.979,7481574.976,1757.41,226.0,Programa_Operac_F15,03-Sep-2010
SPRC1471,475075.47,7482124.51,1758.83,200.0,Programa_Operac_F14,23-Aug-2010
SPRC1473,474975.41,7482074.55,1755.19,194.0,Programa_Operac_F14,24-Aug-2010
SPRC1478,474974.44,7482025.62,1754.47,242.0,Programa_Operac_F13,25-Aug-2010
SPRC1492,474824.52,7482024.67,1749.83,188.0,Programa_Operac_F13,04-Sep-2010
SPRC1493,474874.53,7482025.38,1751.46,200.0,Programa_Operac_F13,08-Sep-2010
SPRC1494,474923.5,7482026.02,1752.98,210.0,Programa_Operac_F13,10-Sep-2010
SPRC1499,475124.72,7482124.94,1760.43,196.0,Programa_Operac_F14,10-Sep-2010
SPRC1500,475174.498,7481624.718,1758.04,230.0,Programa_Operac_F15,16-Sep-2010
SPRC1501,475125.31,7481575.2,1755.76,236.0,Programa_Operac_F15,18-Sep-2010
SPRC1502,475225.73,7481574.75,1759.13,214.0,Programa_Operac_F15,20-Sep-2010
SPRC1503,475274.25,7481575.21,1760.72,206.0,Programa_Operac_F15,22-Sep-2010
SPRC1504,475325.42,7481574.75,1762.32,216.0,Programa_Operac_F15,23-Sep-2010
SPRC1505,475175.651,7481524.674,1757.05,214.0,Programa_Operac_F15,25-Sep-2010
SPRC1513,474923.91,7481724.89,1750.77,254.0,Programa_Operac_F13,14-Sep-2010
SPRC1514,474924.91,7481674.86,1750.71,242.0,Programa_Operac_F13,25-Sep-2010
SPRC1524,475225.043,7481524.76,1758.38,216.0,Programa_Operac_F15,27-Sep-2010
SPRC1525,475274.439,7481525.054,1760.1,214.0,Programa_Operac_F15,28-Sep-2010
SPRC1526,475374.854,7481624.956,1764.39,222.0,Programa_Operac_F15,28-Sep-2010
SPRC1527,475277.03,7481475.597,1760.03,214.0,Programa_Operac_F15,29-Sep-2010
SPRC1533,475375.908,7481574.874,1764.04,222.0,Programa_Operac_F15,29-Sep-2010
SPRC1534,475425.23,7481575.25,1765.91,200.0,Programa_Operac_F15,01-Oct-2010
SPRC1535,475375.4,7481524.73,1764.0,206.0,Programa_Operac_F15,04-Oct-2010
SPRC1536,475423.81,7481524.7,1765.85,196.0,Programa_Operac_F15,03-Oct-2010
SPRC1537,475324.09,7481474.64,1761.78,204.0,Programa_Operac_F15,05-Oct-2010
SPRC1544,475350.63,7482249.26,1769.2,200.0,Programa_Hidrica_SF,08-Oct-2010
SPRC1554,474760.25,7481864.38,1746.72,200.0,Programa_Hidrica_SF,12-Oct-2010
SPRC1559,475107.65,7482248.87,1760.87,200.0,Programa_Hidrica_SF,17-Oct-2010
SPRC1560,474799.49,7482250.43,1750.64,200.0,Programa_Hidrica_SF,21-Oct-2010
SPRC1575,474759.176,7481959.968,1747.321,200.0,Programa_Hidrica_SF,12-Nov-2010
SPRC1576,474760.086,7481775.075,1746.381,200.0,Programa_Hidrica_SF,31-Oct-2010
SPRC1577,474759.302,7482053.49,1747.999,200.0,Programa_Hidrica_SF,03-Nov-2010
SPRC1594,474955.11,7482249.65,1755.54,200.0,Programa_Hidrica_SF,29-Nov-2010
SPRC1813,474675.605,7480626.997,1735.661,200.0,Programa_Operac_F16,06-Jul-2011
SPRC1814,474620.508,7480626.008,1733.889,188.0,Programa_Operac_F16,08-Jul-2011
SPRC1818,474579.672,7480624.455,1732.285,172.0,Programa_Operac_F16,10-Jul-2011
SPRC1822,474524.849,7480625.25,1730.672,198.0,Programa_Operac_F16,11-Jul-2011
SPRC1824,474476.53,7480626.742,1729.056,182.0,Programa_Operac_F16,13-Jul-2011
SPRC1830,474424.974,7480626.292,1727.494,170.0,Programa_Operac_F16,14-Jul-2011
SPRC1835,474426.515,7480675.399,1727.501,170.0,Programa_Operac_F16,21-Jul-2011
SPRC1836,474474.878,7480675.066,1729.209,184.0,Programa_Operac_F16,19-Jul-2011
SPRC1837,474524.363,7480674.896,1731.009,184.0,Programa_Operac_F16,20-Jul-2011
SPRC1838,474574.858,7480673.639,1732.595,186.0,Programa_Operac_F16,16-Jul-2011
SPRC1853,474378.269,7480625.178,1725.932,160.0,Programa_Operac_F16,22-Jul-2011
SPRC1854,474528.654,7480575.574,1730.437,198.0,Programa_Operac_F16,16-Aug-2011
SPRC1861,474475.202,7480574.587,1728.412,174.0,Programa_Operac_F16,19-Aug-2011
SPRC1862,474577.085,7480579.992,1732.054,174.0,Programa_Operac_F16,30-Aug-2011
SPRC1867,474420.21,7480524.59,1726.19,174.0,Programa_Operac_F16,24-Aug-2011
SPRC1868,474476.67,7480526.19,1728.17,222.0,Programa_Operac_F16,22-Aug-2011
SPRC1869,474522.939,7480527.513,1730.219,200.0,Programa_Operac_F16,28-Aug-2011
SPRC1879,474924.949,7481574.856,1749.115,188.0,Programa_Operac_F15,01-Sep-2011
SPRC1880,474875.389,7481524.867,1747.366,174.0,Programa_Operac_F15,03-Sep-2011
SPRC1881,474924.087,7481525.417,1748.913,194.0,Programa_Operac_F15,05-Sep-2011
SPRC1882,474976.771,7481525.644,1750.272,218.0,Programa_Operac_F15,07-Sep-2011
SPRC1883,475021.989,7481525.607,1751.672,236.0,Programa_Operac_F15,09-Sep-2011
SPRC1899,474373.72,7480575.491,1725.771,162.0,Programa_Operac_F16,12-Sep-2011
SPRC1900,474431.833,7480577.339,1727.479,176.0,Programa_Operac_F16,19-Sep-2011
SPRC1901,474381.879,7480521.068,1725.781,160.0,Programa_Operac_F16,18-Sep-2011
SPRC1902,475175.729,7481424.546,1756.363,210.0,Programa_Operac_F15,12-Sep-2011
SPRC1903,475226.117,7481424.272,1758.218,204.0,Programa_Operac_F15,13-Sep-2011
SPRC1904,474879.223,7481475.519,1746.887,200.0,Programa_Operac_F15,19-Sep-2011
SPRC1905,474925.853,7481477.874,1748.51,190.0,Programa_Operac_F15,22-Sep-2011
SPRC1906,474977.21,7481475.23,1749.983,238.0,Programa_Operac_F15,24-Sep-2011
SPRC1907,475028.37,7481479.849,1751.882,238.0,Programa_Operac_F15,24-Sep-2011
SPRC1908,475077.429,7481474.848,1753.276,228.0,Programa_Operac_F15,21-Sep-2011
SPRC1909,475474.363,7481474.363,1767.423,158.0,Programa_Operac_F15,15-Sep-2011
SPRC1912,475377.886,7481417.346,1763.669,200.0,Programa_Operac_F15,25-Sep-2011
SPRC1913,475423.263,7481424.177,1765.531,190.0,Programa_Operac_F15,27-Sep-2011
SPRC1914,475474.644,7481425.062,1767.434,176.0,Programa_Operac_F15,27-Sep-2011
SPRC1915,475174.948,7481455.872,1756.348,216.0,Programa_Operac_F15,29-Sep-2011
SPRC1916,475225.03,7481445.259,1758.272,210.0,Programa_Operac_F15,01-Oct-2011
SPRC1922,474937.913,7481574.48,1749.405,204.0,Programa_Operac_F15,29-Sep-2011
SPRC1924,475453.728,7481481.79,1766.833,188.0,Programa_Operac_F15,01-Oct-2011
SPRC1926,474877.39,7481425.738,1746.598,212.0,Programa_Operac_F15,04-Oct-2011
SPRC1927,474454.74,7480125.237,1639.896,74.0,Programa_Operac_F8,05-Oct-2011
SPRC1933,474549.24,7480130.568,1639.875,120.0,Programa_Operac_F8,03-Oct-2011
SPRC1934,474499.332,7480127.688,1639.924,100.0,Programa_Operac_F8,04-Oct-2011
SPRC1938,474514.621,7480150.037,1640.053,66.0,Programa_infill_F8,06-Oct-2011
SPRC1939,474554.71,7480149.987,1639.944,84.0,Programa_infill_F8,06-Oct-2011
SPRC1941,474476.015,7480199.98,1639.788,56.0,Programa_infill_F8,09-Oct-2011
SPRC1943,474677.624,7480274.793,1640.358,90.0,Programa_Operac_F8,07-Oct-2011
SPRC1946,474562.803,7480250.135,1640.208,80.0,Programa_Operac_F8,09-Oct-2011
SPRC1947,474640.105,7480175.174,1640.538,92.0,Programa_Operac_F8,09-Oct-2011
SPRC2066,474925.0,7481375.12,1747.481,224.0,Programa_Operac_F15,17-Dec-2011
SPRC2073,474879.62,7481374.61,1745.79,222.0,Programa_Operac_F15,23-Dec-2011
SPRC2075,474922.17,7481326.36,1746.95,206.0,Programa_Operac_F15,27-Dec-2011
SPRC2076,474975.41,7481325.11,1748.05,192.0,Programa_Operac_F15,02-Jan-2012
SPRC2077,475024.52,7481325.11,1749.78,190.0,Programa_Operac_F15,04-Jan-2012
SPRC2110,475126.1,7481326.41,1753.66,224.0,Programa_Operac_F15,12-Jan-2012
SPRC2117,475324.87,7481372.045,1761.105,220.0,Programa_Operac_F15,16-Jan-2012
SPRC2118,475374.68,7481374.89,1762.7,204.0,Programa_Operac_F15,19-Jan-2012
SPRC2124,475273.66,7481322.23,1759.54,252.0,Programa_Operac_F15,21-Jan-2012
SPRC2125,475324.49,7481325.27,1760.65,224.0,Programa_Operac_F15,12-Feb-2012
SPRC2126,475374.073,7481326.042,1763.309,192.0,Programa_Operac_F15,06-Feb-2012
SPRC2127,475419.044,7481328.765,1764.916,182.0,Programa_Operac_F15,03-Feb-2012
SPRC2145,475276.83,7481425.47,1760.06,206.0,Programa_Operac_F15,24-Jan-2012
SPRC2147,475420.311,7481373.803,1765.089,196.0,Programa_Operac_F15,31-Jan-2012
SPRC2178,475060.49,7481502.64,1752.03,226.0,Programa_Operac_F15,14-Apr-2012
SPRC2184,475175.7,7481275.22,1754.73,198.0,Programa_Operac_F15,05-Mar-2012
SPRC2185,475223.61,7481273.76,1756.65,216.0,Programa_Operac_F15,26-Feb-2012
SPRC2186,475272.7,7481273.58,1758.38,224.0,Programa_Operac_F15,23-Feb-2012
SPRC2188,475373.82,7481274.39,1762.01,186.0,Programa_Operac_F15,13-Feb-2012
SPRC2189,475221.03,7481325.5,1756.87,242.0,Programa_Operac_F15,03-Mar-2012
SPRC2190,475422.28,7481274.49,1763.76,188.0,Programa_Operac_F15,08-Mar-2012
SPRC2193,475324.35,7481270.33,1760.34,202.0,Programa_Operac_F15,20-Feb-2012
SPRC2219,474923.79,7481276.04,1745.86,202.0,Programa_Operac_F15,19-Mar-2012
SPRC2220,474972.77,7481275.57,1747.69,188.0,Programa_Operac_F15,17-Mar-2012
SPRC2221,475022.9,7481274.7,1749.37,198.0,Programa_Operac_F15,16-Mar-2012
SPRC2222,475074.72,7481275.56,1750.95,204.0,Programa_Operac_F15,14-Mar-2012
SPRC2223,475119.2,7481274.99,1752.86,208.0,Programa_Operac_F15,13-Mar-2012
SPRC2236,475169.61,7481324.2,1754.9,218.0,Programa_Operac_F15,20-Mar-2012
SPRC2237,475224.22,7481375.15,1756.88,226.0,Programa_Operac_F15,27-Mar-2012
SPRC2245,475269.85,7481360.02,1758.65,236.0,Programa_Operac_F15,30-Mar-2012
SPRC2246,474875.46,7481276.19,1743.85,198.0,Programa_Operac_F15,05-Apr-2012
SPRC2254,474870.61,7481325.14,1744.9,208.0,Programa_Operac_F15,09-Apr-2012
SPRC2273,475075.11,7481324.47,1751.28,196.0,Programa_Operac_F15,11-Apr-2012
SPRC2285,474109.25,7479988.01,1711.69,164.0,Programa_Operac_F9,21-Apr-2012
SPRC2290,474070.27,7480000.23,1710.89,200.0,Programa_Operac_F9,30-Apr-2012
SPRC2291,474073.19,7480001.42,1710.95,180.0,Programa_Operac_F9,25-Apr-2012
SPRC2292,474072.87,7480000.87,1710.76,186.0,Programa_Operac_F9,26-Apr-2012
SPRC2307,474158.34,7479961.62,1713.07,154.0,Programa_Operac_F9,01-May-2012
SPRC2308,474161.6,7479961.49,1713.15,142.0,Programa_Operac_F9,04-May-2012
SPRC2316,474693.62,7480574.93,1735.09,204.0,Programa_Operac_F16,07-May-2012
SPRC2317,474692.7,7480574.92,1734.97,190.0,Programa_Operac_F16,09-May-2012
SPRC2318,474622.17,7480525.07,1732.06,216.0,Programa_Operac_F16,14-May-2012
SPRC2319,474620.36,7480525.03,1731.94,210.0,Programa_Operac_F16,21-May-2012
SPRC2336,474542.42,7480475.03,1729.05,218.0,Programa_Operac_F16,20-May-2012
SPRC2337,474541.77,7480474.97,1729.19,218.0,Programa_Operac_F16,23-May-2012
SPRC2350,474463.28,7480424.59,1726.55,196.0,Programa_Operac_F16,25-May-2012
SPRC2360,474592.96,7480572.55,1731.56,194.0,Programa_Operac_F16,30-May-2012
SPRC2361,474556.64,7480549.46,1730.32,196.0,Programa_Operac_F16,01-Jun-2012
SPRC2373,473563.56,7478984.0,1692.48,300.0,Programa_Hidrica_F12,02-Jul-2012
SPRC2387,475051.9,7479546.59,1742.68,300.0,Programa_Hidrica_F12,30-Jun-2012
SPRC2409,474874.53,7480740.44,1741.9,300.0,Programa_Hidrica_F12,10-Jul-2012
SPRC2422,473561.08,7478941.56,1692.24,294.0,Programa_Hidrica_F12,25-Jul-2012
SPRC2431,474615.47,7480526.47,1731.93,220.0,Programa_Operac_F16,27-Jul-2012
SPRC2445,474686.77,7480574.45,1734.8,210.0,Programa_Operac_F16,28-Jul-2012
SPRC2448,474537.28,7480475.02,1728.79,216.0,Programa_Operac_F16,31-Jul-2012
SPRC2452,474461.23,7480424.99,1726.35,180.0,Programa_Operac_F16,31-Jul-2012
SPRC2457,474780.56,7481621.64,1744.21,238.0,Programa_Operac_F15,03-Aug-2012
SPRC2460,474076.42,7480279.45,1712.84,134.0,Programa_Operac_F10,07-Aug-2012
SPRC2461,474080.72,7480317.59,1713.02,110.0,Programa_Operac_F10,06-Aug-2012
SPRC2462,474124.9,7480313.6,1714.44,120.0,Programa_Operac_F10,04-Aug-2012
SPRC2465,474124.88,7480429.92,1715.53,120.0,Programa_Operac_F10,08-Aug-2012
SPRC2466,474180.05,7480427.3,1717.2,134.0,Programa_Operac_F10,10-Aug-2012
SPRC2467,474237.53,7480425.05,1719.06,140.0,Programa_Operac_F10,23-Aug-2012
SPRC2475,474524.11,7480426.21,1727.95,192.0,Programa_Operac_F16,16-Aug-2012
SPRC2476,474726.49,7480575.24,1735.92,194.0,Programa_Operac_F16,12-Aug-2012
SPRC2477,474696.79,7480554.73,1734.72,200.0,Programa_Operac_F16,14-Aug-2012
SPRC2485,474576.06,7480475.04,1730.11,220.0,Programa_Operac_F16,19-Aug-2012
SPRC2500,474032.97,7480225.29,1710.8,130.0,Programa_Operac_F10,20-Aug-2012
SPRC2502,474005.05,7480128.31,1709.65,128.0,Programa_Operac_F10,21-Aug-2012
SPRC2507,474739.26,7481727.07,1715.15,184.0,Programa_Operac_F15,29-Aug-2012
SPRC2508,474744.39,7481775.13,1714.49,164.0,Programa_Operac_F15,25-Aug-2012
SPRC2515,474674.96,7480542.43,1733.77,210.0,Programa_Operac_F16,31-Aug-2012
SPRC2521,474828.53,7482150.97,1750.09,180.0,Programa_Operac_F15,10-Sep-2012
SPRC2522,474839.63,7482166.6,1750.62,180.0,Programa_Operac_F15,01-Sep-2012
SPRC2528,474727.2778,7481568.108,1743.7,186.0,Programa_Operac_F15,14-Sep-2012
SPRC2529,474669.7883,7481573.571,1740.0177,170.0,Programa_Operac_F15,17-Sep-2012
SPRC2530,474623.94,7481575.0,1738.7325,164.0,Programa_Operac_F15,26-Sep-2012
SPRC2542,474021.468,7479040.9,1533.38,130.0,Programa_Hidrica_F6,23-Sep-2012
SPRC2545,474623.85,7481524.8,1738.3355,174.0,Programa_Operac_F15,26-Sep-2012
SPRC2546,474625.27,7481474.3,1737.8467,174.0,Programa_Operac_F15,28-Sep-2012
SPRC2548,474626.87,7481424.9,1737.4674,174.0,Programa_Operac_F15,25-Sep-2012
SPRC2549,474675.36,7481424.1,1739.1175,170.0,Programa_Operac_F15,29-Sep-2012
SPRC2557,474659.425,7481724.9,1742.1163,180.0,Programa_Operac_F15,01-Oct-2012
SPRC2558,474624.542,7481725.3,1740.1318,180.0,Programa_Operac_F15,04-Oct-2012
SPRC2559,474572.886,7481727.8,1739.2375,194.0,Programa_Operac_F15,07-Oct-2012
SPRC2566,474662.84,7481825.11,1742.66,170.0,Programa_Operac_F15,12-Oct-2012
SPRC2567,474631.23,7481825.08,1741.8,190.0,Programa_Operac_F15,15-Oct-2012
SPRC2568,474424.94,7480575.7,1726.18,180.0,Programa_Operac_F16,19-Oct-2012
SPRC2570,474327.03,7480476.21,1722.08,136.0,Programa_Operac_F10,16-Oct-2012
SPRC2572,474382.91,7480624.52,1724.67,170.0,Programa_Operac_F16,20-Oct-2012
SPRC2573,474428.21,7480475.78,1725.05,170.0,Programa_Operac_F10,18-Oct-2012
SPRC2578,474675.68,7480625.34,1734.26,200.0,Programa_Operac_F16,25-Oct-2012
SPRC2579,474368.18,7479126.42,1534.07,80.0,Programa_Hidrica_F6,28-Oct-2012
SPRC2589,473958.78,7480177.35,1708.18,120.0,Programa_Operac_F10,14-Nov-2012
SPRC2590,474151.51,7480175.07,1714.63,156.0,Programa_Operac_F10,08-Nov-2012
SPRC2591,473952.11,7480199.19,1708.7,128.0,Programa_Operac_F10,12-Nov-2012
SPRC2601,474375.74,7480574.1,1725.2665,166.0,Programa_Operac_F16,14-Nov-2012
SPRC2621,471351.84,7479490.6,1647.8283,90.0,Programa_Hidrica_SF,28-Nov-2012
SPRC2624,474367.87,7480472.85,1723.4,156.0,Programa_Operac_F10,4-Dec-2012
SPRC2633,474652.46,7481691.94,1741.31,184.0,Programa_Operac_F15,14-Dec-2012
SPRC2636,475699.75,7481559.16,1775.36,234.0,Programa_Hidrica_F12,18-Dec-2012
SPRC2637,474789.6425,7480002.604,1564.1681,100.0,Programa_Hidrica_F2,17-Dec-2012
SPRC2639,474574.93,7481684.82,1738.94,180.0,Programa_Operac_F15,20-Dec-2012
SPRC2665,475279.63,7480250.02,1755.01,180.0,Programa_Operac_F11,16-Dec-2013
SPRC2666,474640.3,7481873.97,1743.03,170.0,Programa_Operac_F15,21-Dec-2013
SPRC2667,474637.56,7481900.55,1743.12,170.0,Programa_Operac_F15,22-Dec-2013
SPRC2668,474649.71,7481775.46,1742.36,176.0,Programa_Operac_F15,29-Dec-2013
SPRC2669,474667.14,7481824.69,1743.48,176.0,Programa_Operac_F15,5-Jan-2014
SPRC2670,474654.81,7481848.11,1743.34,190.0,Programa_Operac_F15,1-Jan-2014
SPRC2671,474750.26,7481800.14,1715.3,140.0,Programa_Operac_F15,7-Jan-2014
SPRC2672,474025.76,7480095.35,1710.93,168.0,Programa_Operac_F10,13-Jan-2014
SPRC2673,473999.96,7480174.94,1710.65,120.0,Programa_Operac_F10,9-Jan-2014
SPRC2674,474049.03,7480134.94,1712.37,140.0,Programa_Operac_F10,17-Jan-2014
SPRC2675,474524.76,7480439.69,1729.06,228.0,Programa_Operac_F16,20-Jan-2014
SPRC2676,474575.46,7480474.96,1730.96,220.0,Programa_Operac_F10,22-Jan-2014
SPRC2677,474747.58,7480583.37,1737.33,218.0,Programa_Operac_F16,26-Jan-2014
SPRC2678,474750.13,7480612.54,1738.01,200.0,Programa_Operac_F16,28-Jan-2014
SPRC2679,474900.5,7480641.88,1743.08,206.0,Programa_Operac_F16,31-Jan-2014
SPRC2680,474849.8,7480649.88,1741.51,210.0,Programa_Operac_F16,2-Feb-2014
SPRC2681,474325.149,7480525.137,1723.42,170.0,Programa_Operac_F16,8-Feb-2014
SPRC2682,475197.852,7479824.945,1750.84,218.0,Programa_Operac_F11,5-Feb-2014
SPRC2683,474324.784,7480575.081,1723.85,160.0,Programa_Operac_F16,9-Feb-2014
SPRC2684,474699.8,7480650.04,1736.5,200.0,Programa_Operac_F16,17-Feb-2014
SPRC2685,474725.164,7480675.0,1737.66,200.0,Programa_Operac_F16,11-Feb-2014
SPRC2686,474674.009,7480675.13,1735.77,200.0,Programa_Operac_F16,13-Feb-2014
SPRC2687,474624.785,7480674.83,1734.22,208.0,Programa_Operac_F16,15-Feb-2014
SPRC2688,474650.22,7480700.13,1735.2,176.0,Programa_Operac_F16,16-Feb-2014
SPRC2689,475193.31,7479863.04,1750.62,220.0,Programa_Operac_F11,19-Feb-2014
SPRC2690,475221.99,7479943.03,1752.23,230.0,Programa_Operac_F11,26-Feb-2014
SPRC2691,475227.79,7479972.08,1752.42,224.0,Programa_Operac_F11,7-Mar-2014
SPRC2692,475237.53,7480023.95,1752.94,230.0,Programa_Operac_F11,8-Mar-2014
SPRC2693,475240.98,7480074.02,1753.04,240.0,Programa_Operac_F11,10-Mar-2014
SPRC2694,475241.18,7480175.11,1753.3,230.0,Programa_Operac_F11,11-Mar-2014
SPRC2695,474801.23,7480641.78,1739.73,200.0,Programa_Operac_F16,13-Mar-2014
SPRC2696,474850.65,7480746.48,1741.61,200.0,Programa_Operac_F16,15-Mar-2014
SPRC2697,474775.31,7480786.33,1739.73,210.0,Programa_Operac_F16,14-Mar-2014
SPRC2700,475227.71,7480333.4,1753.29,170.0,Programa_Operac_F11,19-Mar-2014
SPRC2701,474655.38,7481684.95,1741.99,200.0,Programa_Operac_F15,21-Mar-2014
SPRC2703,475289.83,7479849.74,1754.48,210.0,Programa_Operac_F11,15-Apr-2014
SPRC2704,474750.25,7480750.17,1738.94,200.0,Programa_Operac_F16,24-Mar-2014
SPRC2705,473775.57,7478642.57,1700.04,290.0,Programa_Hidrica_F6,10-Jul-2014
SPRC2711,475250.59,7479899.96,1752.85,200.0,Programa_Operac_F11,13-Apr-2014
SPRC2713,474431.68,7481707.94,1735.12,250.0,Programa_Hidrica_SF,16-Aug-2014
SPRC2714,475275.01,7480049.96,1754.54,200.0,Programa_Operac_F11,17-Apr-2014
SPRC2715,475275.61,7480150.14,1754.82,202.0,Programa_Operac_F11,3-May-2014
SPRC2720,475278.97,7480251.4,1754.96,220.0,Programa_Operac_F11,6-May-2014
SPRC2744,474029.94,7479509.76,1564.39,16.0,Programa_Hyp_Q1,10-Jun-2014
SPRC2745,474029.83,7479489.99,1564.88,16.0,Programa_Hyp_Q1,11-Jun-2014
SPRC2746,474049.97,7479510.26,1564.34,16.0,Programa_Hyp_Q1,10-Jun-2014
SPRC2747,474049.96,7479489.78,1564.42,16.0,Programa_Hyp_Q1,11-Jun-2014
SPRC2748,474070.01,7479510.35,1563.49,16.0,Programa_Hyp_Q1,11-Jun-2014
SPRC2749,474070.29,7479490.47,1563.95,16.0,Programa_Hyp_Q1,11-Jun-2014
SPRC2750,474039.76,7479499.88,1565.05,16.0,Programa_Hyp_Q1,11-Jun-2014
SPRC2751,474059.84,7479499.85,1563.98,16.0,Programa_Hyp_Q1,11-Jun-2014
SPRC2753,474249.69,7479340.22,1551.01,16.0,Programa_Hyp_IND,12-Jun-2014
SPRC2754,474250.67,7479320.15,1550.52,16.0,Programa_Hyp_IND,12-Jun-2014
SPRC2755,474270.11,7479340.22,1550.48,16.0,Programa_Hyp_IND,12-Jun-2014
SPRC2756,474270.71,7479319.99,1550.2,16.0,Programa_Hyp_IND,12-Jun-2014
SPRC2757,474289.22,7479339.81,1550.62,16.0,Programa_Hyp_IND,12-Jun-2014
SPRC2758,474290.99,7479319.97,1550.31,16.0,Programa_Hyp_IND,12-Jun-2014
SPRC2759,474260.61,7479330.24,1550.6,16.0,Programa_Hyp_IND,12-Jun-2014
SPRC2760,474279.98,7479330.2,1550.45,16.0,Programa_Hyp_IND,12-Jun-2014
SPRC2764,474150.14,7478931.87,1505.68,174.0,Programa_Hidrica_F6,7-Jul-2014
